study_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	experiment_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJEB5348	ERR458817	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1594009	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:264-318	86494194	ca2e13dfb7e0057c8476853397c064b4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458817/ERR458817.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458817/120903_0219_D0PT7ACXX_3_SA-PE-035.sanfastq.gz	mu_sample318	great RNA experiment data
PRJEB5348	ERR458818	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1464260	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:264-319	79144026	eb1a5334e1d4904e4251562b3ed97ab5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458818/ERR458818.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458818/120903_0219_D0PT7ACXX_4_SA-PE-035.sanfastq.gz	mu_sample319	great RNA experiment data
PRJEB5348	ERR458819	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1255632	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:264-320	68218309	2528dd94ba7146aa47155832b6110d67	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458819/ERR458819.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458819/120903_0219_D0PT7ACXX_5_SA-PE-035.sanfastq.gz	mu_sample320	great RNA experiment data
PRJEB5348	ERR458820	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1261721	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:264-321	68678993	aceb5ed857b3987dff421d03738137c1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458820/ERR458820.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458820/120903_0219_D0PT7ACXX_6_SA-PE-035.sanfastq.gz	mu_sample321	great RNA experiment data
PRJEB5348	ERR458821	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1634989	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:264-322	88409313	06e3c39ce5c8cf44337ef49d8fd30e65	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458821/ERR458821.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458821/120903_0219_D0PT7ACXX_7_SA-PE-035.sanfastq.gz	mu_sample322	great RNA experiment data
PRJEB5348	ERR458822	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1654588	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:264-323	89816429	9669c3577b04a5b47c6621cfb885f1c6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458822/ERR458822.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458822/120903_0219_D0PT7ACXX_1_SA-PE-056.sanfastq.gz	mu_sample323	great RNA experiment data
PRJEB5348	ERR458823	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1636013	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-324	88663298	9ec8d4ffa0152c62d51fd4ebdf082eb6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458823/ERR458823.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458823/120903_0219_D0PT7ACXX_2_SA-PE-056.sanfastq.gz	mu_sample324	great RNA experiment data
PRJEB5348	ERR458824	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1617354	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-325	87931576	b3240de1ffe01aea1017c8753bffcbf1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458824/ERR458824.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458824/120903_0219_D0PT7ACXX_3_SA-PE-056.sanfastq.gz	mu_sample325	great RNA experiment data
PRJEB5348	ERR458825	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1480565	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-326	80192771	ae60b9adfc4cd8686c8badf8dee8a9dc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458825/ERR458825.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458825/120903_0219_D0PT7ACXX_4_SA-PE-056.sanfastq.gz	mu_sample326	great RNA experiment data
PRJEB5348	ERR458826	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1276245	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-327	69524407	2523573395d482bd090125558cb0b8a1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458826/ERR458826.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458826/120903_0219_D0PT7ACXX_5_SA-PE-056.sanfastq.gz	mu_sample327	great RNA experiment data
PRJEB5348	ERR458827	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1283960	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-328	70098047	34d840ed206814f09c707dd800f3c52f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458827/ERR458827.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458827/120903_0219_D0PT7ACXX_6_SA-PE-056.sanfastq.gz	mu_sample328	great RNA experiment data
PRJEB5348	ERR458828	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1653676	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-329	89631559	1929ad0f56f0510fd538f21537359bee	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458828/ERR458828.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458828/120903_0219_D0PT7ACXX_7_SA-PE-056.sanfastq.gz	mu_sample329	great RNA experiment data
PRJEB5348	ERR458829	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1379852	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-330	75234721	20797e46639801e55ab3d57daf73b281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458829/ERR458829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458829/120903_0219_D0PT7ACXX_1_SA-PE-055.sanfastq.gz	mu_sample330	great RNA experiment data
PRJEB5348	ERR458830	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1364612	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-331	74300811	11260b3770686bdc6b12d68257886f77	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458830/ERR458830.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458830/120903_0219_D0PT7ACXX_2_SA-PE-055.sanfastq.gz	mu_sample331	great RNA experiment data
PRJEB5348	ERR458831	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1351712	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-332	73803999	dc3ffc31a9b4fae1972fa61d28a68f2c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458831/ERR458831.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458831/120903_0219_D0PT7ACXX_3_SA-PE-055.sanfastq.gz	mu_sample332	great RNA experiment data
PRJEB5348	ERR458832	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1236525	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-333	67259184	a52ca2736dc8940ceac88b440023c1ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458832/ERR458832.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458832/120903_0219_D0PT7ACXX_4_SA-PE-055.sanfastq.gz	mu_sample333	great RNA experiment data
PRJEB5348	ERR458833	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1065729	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-334	58287890	569d55ffa8a8e7589762d43f517d1718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458833/ERR458833.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458833/120903_0219_D0PT7ACXX_5_SA-PE-055.sanfastq.gz	mu_sample334	great RNA experiment data
PRJEB5348	ERR458834	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1070419	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-335	58653310	ea354f387fb205a831ebf968b147f27e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458834/ERR458834.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458834/120903_0219_D0PT7ACXX_6_SA-PE-055.sanfastq.gz	mu_sample335	great RNA experiment data
PRJEB5348	ERR458835	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1381141	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:265-336	75172780	665c1c933c4e7b83affb8e3ea6aec36b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458835/ERR458835.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458835/120903_0219_D0PT7ACXX_7_SA-PE-055.sanfastq.gz	mu_sample336	great RNA experiment data
PRJEB5348	ERR458878	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1467569	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:389-1	79814923	79587e50496fc15309376fb388a6c0c6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458878/ERR458878.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458878/120903_0219_D0PT7ACXX_1_SA-PE-050.sanfastq.gz	wt_sample8	great RNA experiment data
PRJEB5348	ERR458879	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1450012	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-2	78724818	f4444953421a1740a724167f3d630c7d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458879/ERR458879.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458879/120903_0219_D0PT7ACXX_2_SA-PE-050.sanfastq.gz	wt_sample9	great RNA experiment data
PRJEB5348	ERR458880	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1441569	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-3	78532851	4e76b649305c6ce6bb1bb1dcf6cd4945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458880/ERR458880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458880/120903_0219_D0PT7ACXX_3_SA-PE-050.sanfastq.gz	wt_sample10	great RNA experiment data
PRJEB5348	ERR458881	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1321748	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-4	71727639	b64ffccabda6dec5bbacce76590e6ea6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458881/ERR458881.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458881/120903_0219_D0PT7ACXX_4_SA-PE-050.sanfastq.gz	wt_sample11	great RNA experiment data
PRJEB5348	ERR458882	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1131784	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-5	61755512	aeeb6bc29a7f00ad3584a420e35e46c9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458882/ERR458882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458882/120903_0219_D0PT7ACXX_5_SA-PE-050.sanfastq.gz	wt_sample12	great RNA experiment data
PRJEB5348	ERR458883	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1140688	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-6	62361845	36a3fccaa79ce373b65bedbb3cc28004	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458883/ERR458883.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458883/120903_0219_D0PT7ACXX_6_SA-PE-050.sanfastq.gz	wt_sample13	great RNA experiment data
PRJEB5348	ERR458884	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1461646	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-7	79365034	85a1f416038c08e81938b15a933e93d3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458884/ERR458884.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458884/120903_0219_D0PT7ACXX_7_SA-PE-050.sanfastq.gz	wt_sample14	great RNA experiment data
PRJEB5348	ERR458885	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1228207	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-8	66822194	342dda6f9aea0f694f2f5257d8d2df1a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458885/ERR458885.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458885/120903_0219_D0PT7ACXX_1_SA-PE-051.sanfastq.gz	wt_sample15	great RNA experiment data
PRJEB5348	ERR458886	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1214807	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-9	65980213	96d9314c3d182125b5a4f80c98401f3c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458886/ERR458886.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458886/120903_0219_D0PT7ACXX_2_SA-PE-051.sanfastq.gz	wt_sample16	great RNA experiment data
PRJEB5348	ERR458887	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1205888	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-10	65687450	71bbe8a8c39e45ec0576b60977083244	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458887/ERR458887.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458887/120903_0219_D0PT7ACXX_3_SA-PE-051.sanfastq.gz	wt_sample17	great RNA experiment data
PRJEB5348	ERR458888	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1107635	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-11	60130558	2855a53fdb1a29593d3f15e288d389c9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458888/ERR458888.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458888/120903_0219_D0PT7ACXX_4_SA-PE-051.sanfastq.gz	wt_sample18	great RNA experiment data
PRJEB5348	ERR458889	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	952140	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-12	51945943	0ee4e40aba27f895a93b71f669164004	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458889/ERR458889.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458889/120903_0219_D0PT7ACXX_5_SA-PE-051.sanfastq.gz	wt_sample19	great RNA experiment data
PRJEB5348	ERR458890	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	959373	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-13	52460215	a5bfb4c7dda73480ed392020072cd4f0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458890/ERR458890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458890/120903_0219_D0PT7ACXX_6_SA-PE-051.sanfastq.gz	wt_sample20	great RNA experiment data
PRJEB5348	ERR458891	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1230489	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:390-14	66815839	c8f4f2274959b8b5ff09513957d6531e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458891/ERR458891.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458891/120903_0219_D0PT7ACXX_7_SA-PE-051.sanfastq.gz	wt_sample21	great RNA experiment data
PRJEB5348	ERR458892	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1926855	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-15	104509921	494f25082e2bfb9c540ebf3dad90b2c8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458892/ERR458892.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458892/120903_0219_D0PT7ACXX_1_SA-PE-058.sanfastq.gz	wt_sample22	great RNA experiment data
PRJEB5348	ERR458893	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1920038	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-16	104018656	b856a85b45314a98683c9171951a36ef	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458893/ERR458893.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458893/120903_0219_D0PT7ACXX_2_SA-PE-058.sanfastq.gz	wt_sample23	great RNA experiment data
PRJEB5348	ERR458894	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1903196	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-17	103406849	7fe4517b6f39015c5f5f2611d615f6e3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458894/ERR458894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458894/120903_0219_D0PT7ACXX_3_SA-PE-058.sanfastq.gz	wt_sample24	great RNA experiment data
PRJEB5348	ERR458895	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1733386	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-18	93793736	29d26b701799550ea9c985adb8393ae6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458895/ERR458895.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458895/120903_0219_D0PT7ACXX_4_SA-PE-058.sanfastq.gz	wt_sample25	great RNA experiment data
PRJEB5348	ERR458896	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1504492	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-19	81905548	1eb17cb81c181cafbe0961fe12835cba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458896/ERR458896.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458896/120903_0219_D0PT7ACXX_5_SA-PE-058.sanfastq.gz	wt_sample26	great RNA experiment data
PRJEB5348	ERR458897	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1517096	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-20	82751755	e497b14b8db13b6f50fff9fa7f26d68a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458897/ERR458897.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458897/120903_0219_D0PT7ACXX_6_SA-PE-058.sanfastq.gz	wt_sample27	great RNA experiment data
PRJEB5348	ERR458898	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1942472	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-21	105248391	fbe3521bbe73b6c7f6fa3df2270d84e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458898/ERR458898.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458898/120903_0219_D0PT7ACXX_7_SA-PE-058.sanfastq.gz	wt_sample28	great RNA experiment data
PRJEB5348	ERR458899	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1513493	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-22	82021119	90cd40d987f37c857810bda51f380803	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458899/ERR458899.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458899/120903_0219_D0PT7ACXX_1_SA-PE-093.sanfastq.gz	wt_sample29	great RNA experiment data
PRJEB5348	ERR458900	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1499351	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-23	81097514	203db533a80bfe0362f7e5bbad72e6f9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458900/ERR458900.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458900/120903_0219_D0PT7ACXX_2_SA-PE-093.sanfastq.gz	wt_sample30	great RNA experiment data
PRJEB5348	ERR458901	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1480795	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-24	80367179	956663b8a467efe645d3f314cd8cbaab	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458901/ERR458901.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458901/120903_0219_D0PT7ACXX_3_SA-PE-093.sanfastq.gz	wt_sample31	great RNA experiment data
PRJEB5348	ERR458902	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1354262	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-25	73210319	114d44cb8747cd02751b00af39b86a05	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458902/ERR458902.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458902/120903_0219_D0PT7ACXX_4_SA-PE-093.sanfastq.gz	wt_sample32	great RNA experiment data
PRJEB5348	ERR458903	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1169752	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-26	63601200	6078f82b3e6de660b6ce249d9eac2e4c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458903/ERR458903.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458903/120903_0219_D0PT7ACXX_5_SA-PE-093.sanfastq.gz	wt_sample33	great RNA experiment data
PRJEB5348	ERR458904	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1172215	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-27	63880486	134ccd5e900a6143dffe3b798d1bec42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458904/ERR458904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458904/120903_0219_D0PT7ACXX_6_SA-PE-093.sanfastq.gz	wt_sample34	great RNA experiment data
PRJEB5348	ERR458905	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1510091	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:391-28	81717684	8ba4f1b911160d5b323fe4242f4e8b3f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458905/ERR458905.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458905/120903_0219_D0PT7ACXX_7_SA-PE-093.sanfastq.gz	wt_sample35	great RNA experiment data
PRJEB5348	ERR458906	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2712834	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:392-29	146388542	ed36b99fb94b93eb32a7fd0c24117708	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458906/ERR458906.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458906/120903_0219_D0PT7ACXX_1_SA-PE-030.sanfastq.gz	wt_sample36	great RNA experiment data
PRJEB5348	ERR458907	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2683757	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:392-30	144619254	f0a717a3c6735e2dee335dc747b0ebdc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458907/ERR458907.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458907/120903_0219_D0PT7ACXX_2_SA-PE-030.sanfastq.gz	wt_sample37	great RNA experiment data
PRJEB5348	ERR458908	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2661376	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:392-31	143909102	ef4b94938609667692ec308cd1047cab	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458908/ERR458908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458908/120903_0219_D0PT7ACXX_3_SA-PE-030.sanfastq.gz	wt_sample38	great RNA experiment data
PRJEB5348	ERR458909	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2443812	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:392-32	131666406	ae2827f5e7afb32462cdf4107fb63df8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458909/ERR458909.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458909/120903_0219_D0PT7ACXX_4_SA-PE-030.sanfastq.gz	wt_sample39	great RNA experiment data
PRJEB5348	ERR458910	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2090131	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:392-33	113210874	2d116bb43de3bcc31a921257ff86c985	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458910/ERR458910.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458910/120903_0219_D0PT7ACXX_5_SA-PE-030.sanfastq.gz	wt_sample40	great RNA experiment data
PRJEB5348	ERR458911	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2107585	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:392-34	114377504	7adb2551747d3404d357e021923c84dd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458911/ERR458911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458911/120903_0219_D0PT7ACXX_6_SA-PE-030.sanfastq.gz	wt_sample41	great RNA experiment data
PRJEB5348	ERR458912	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2712915	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:392-35	146234626	fa48a2f5af9184ead200b90fefd688ec	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458912/ERR458912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458912/120903_0219_D0PT7ACXX_7_SA-PE-030.sanfastq.gz	wt_sample42	great RNA experiment data
PRJEB5348	ERR458913	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1605331	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:392-36	86861724	4d6fc9235b65bbf66d12bc48e573f206	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458913/ERR458913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458913/120903_0219_D0PT7ACXX_1_SA-PE-024.sanfastq.gz	wt_sample43	great RNA experiment data
