tracking_id,gene_short_name,tss_id,locus
XLOC_006844,CG13031,TSS10537,3L:16717990-16718414
XLOC_006845,PGRP-SB2,TSS10538,3L:16719640-16720388
XLOC_006846,CG9701,TSS10539,3L:16726645-16732464
XLOC_006847,CG42852,TSS10540,3L:16748588-16748820
XLOC_006848,Nrt,TSS10541;TSS10542,3L:16759171-16772836
XLOC_006849,CG9705,TSS10543;TSS10544,3L:16773199-16775519
XLOC_006850,CG9706,TSS10545;TSS10546,3L:16776109-16780041
XLOC_006851,nudC,TSS10547;TSS10548,3L:16780665-16822174
XLOC_006852,TSG101,TSS10549,3L:16835393-16838091
XLOC_006853,CG9715,TSS10550,3L:16838485-16845450
XLOC_006854,CG32161,TSS10551,3L:16838485-16845450
XLOC_006855,sina,TSS10552;TSS10553,3L:16845626-16855617
XLOC_006856,sinah,TSS10554,3L:16845626-16855617
XLOC_006857,CG13029,TSS10555;TSS10556,3L:16845626-16855617
XLOC_006858,CG9951,TSS10557,3L:16856263-16858089
XLOC_006859,Lmpt,TSS10558;TSS10559;TSS10560;TSS10561;TSS10562;TSS10563;TSS10564,3L:16858188-16915636
XLOC_006860,CG32170,TSS10565,3L:16858188-16915636
XLOC_006861,CG13028,TSS10566,3L:16916351-16917094
XLOC_006862,Obp73a,TSS10567,3L:16937522-16938978
XLOC_006863,Nc73EF,TSS10568;TSS10569;TSS10570;TSS10571;TSS10572,3L:16948034-16961833
XLOC_006864,Exn,TSS10573;TSS10574;TSS10575,3L:16963112-16987636
XLOC_006865,CG7728,TSS10576,3L:17009635-17013370
XLOC_006866,Fit2,TSS10577,3L:17017427-17020217
XLOC_006867,CG7730,TSS10578,3L:17020614-17025180
XLOC_006868,beg,TSS10579,3L:17028767-17038138
XLOC_006869,Papst2,TSS10580,3L:17028767-17038138
XLOC_006870,TpnC73F,TSS10581,3L:17039259-17041490
XLOC_006871,rogdi,TSS10582;TSS10583;TSS10584,3L:17042611-17048558
XLOC_006872,CG7724,TSS10585,3L:17048712-17051633
XLOC_006873,CR43433,TSS10586,3L:17052006-17231312
XLOC_006874,CG7707,TSS10587,3L:17236535-17237846
XLOC_006875,CR43870,TSS10588,3L:17238981-17257390
XLOC_006876,CR43874,TSS10589,3L:17238981-17257390
XLOC_006877,CG13723,TSS10590,3L:17257515-17258086
XLOC_006878,mir-219,TSS10591,3L:17308105-17308205
XLOC_006879,CG13724,TSS10592,3L:17315940-17317593
XLOC_006880,CG7692,TSS10593;TSS10594,3L:17345518-17351271
XLOC_006881,tap,TSS10595,3L:17352781-17354911
XLOC_006882,CG7630,TSS10596,3L:17389044-17426857
XLOC_006883,CG32176,TSS10597,3L:17426967-17431071
XLOC_006884,CG18265,TSS10598;TSS10599,3L:17432500-17450297
XLOC_006885,CG7603,TSS10600,3L:17459021-17461148
XLOC_006886,CG7589,TSS10601;TSS10602,3L:17463226-17467617
XLOC_006887,CG34250;CG7580;qjt,TSS10603;TSS10604;TSS10605;TSS10606;TSS10607,3L:17467860-17479330
XLOC_006888,Oatp74D,TSS10608,3L:17480217-17504802
XLOC_006889,edin,TSS10609,3L:17480217-17504802
XLOC_006890,CG7564,TSS10610,3L:17507337-17539760
XLOC_006891,Nedd4,TSS10611;TSS10612;TSS10613,3L:17507337-17539760
XLOC_006892,CG7542,TSS10614,3L:17542925-17543758
XLOC_006893,CG7510,TSS10615,3L:17614923-17624071
XLOC_006894,scaRNA:mgU4-65,TSS10616,3L:17614923-17624071
XLOC_006895,CG7497,TSS10617,3L:17626548-17630975
XLOC_006896,CG7484,TSS10618,3L:17647716-17648745
XLOC_006897,CG34251,TSS10619;TSS10620,3L:17664721-17676681
XLOC_006898,Ccn,TSS10621,3L:17683114-17743688
XLOC_006899,CG7460,TSS10622;TSS10623,3L:17683114-17743688
XLOC_006900,CG32182,TSS10624,3L:17744830-17757258
XLOC_006901,CG32181,TSS10625,3L:17744830-17757258
XLOC_006902,Grd,TSS10626,3L:17816432-17832867
XLOC_006903,CG7430,TSS10627;TSS10628,3L:17840015-17842472
XLOC_006904,CG7441,TSS10629,3L:17842826-17849963
XLOC_006905,CG34002,TSS10630,3L:17851573-17853582
XLOC_006906,CR43086,TSS10631;TSS10632;TSS10633;TSS10634;TSS10635,3L:17853812-17863715
XLOC_006907,CR43087,TSS10636,3L:17867814-17869561
XLOC_006908,CG7408,TSS10637,3L:17872186-17877476
XLOC_006909,CG7402,TSS10638,3L:17880804-17884504
XLOC_006910,CG14353,TSS10639;TSS10640,3L:17901042-17905665
XLOC_006911,CG43173;CG43174,TSS10641,3L:17927107-17939214
XLOC_006912,CG32192,TSS10642,3L:17944052-18057796
XLOC_006913,CG42393,TSS10643,3L:17944052-18057796
XLOC_006914,-,TSS10644,3L:18061522-18068351
XLOC_006915,mRpS26,TSS10645,3L:18099678-18100599
XLOC_006916,CG32195;CG7341;mus304,TSS10646;TSS10647;TSS10648;TSS10649,3L:18102756-18115089
XLOC_006917,gk,TSS10650,3L:18132501-18138518
XLOC_006918,CG7330,TSS10651,3L:18142022-18146907
XLOC_006919,-,TSS10652;TSS10653,3L:18186674-18190063
XLOC_006920,CG7320,TSS10654,3L:18191203-18208610
XLOC_006921,-,TSS10655;TSS10656;TSS10657;TSS10658,3L:18223648-18245063
XLOC_006922,CheA75a,TSS10659,3L:18245187-18245946
XLOC_006923,CR43306,TSS10660,3L:18287703-18288900
XLOC_006924,CR43280,TSS10661,3L:18433829-18434971
XLOC_006925,CG32198,TSS10662,3L:18520075-18520545
XLOC_006926,star1,TSS10663,3L:18553357-18569426
XLOC_006927,CG7271,TSS10664,3L:18581858-18583265
XLOC_006928,CG18234,TSS10665,3L:18593249-18615598
XLOC_006929,CG18233,TSS10666,3L:18593249-18615598
XLOC_006930,CG18231,TSS10667,3L:18593249-18615598
XLOC_006931,CG32201,TSS10668,3L:18593249-18615598
XLOC_006932,CG32199,TSS10669,3L:18593249-18615598
XLOC_006933,tRNA:CR32200,TSS10670,3L:18593249-18615598
XLOC_006934,bora,TSS10671,3L:18615791-18617851
XLOC_006935,CG42495;MYPT-75D,TSS10672;TSS10673;TSS10674,3L:18619058-18670976
XLOC_006936,GNBP1,TSS10675;TSS10676;TSS10677,3L:18619058-18670976
XLOC_006937,CG34254,TSS10678,3L:18673508-18673879
XLOC_006938,CG32202,TSS10679,3L:18675283-18675960
XLOC_006939,CG6893,TSS10680,3L:18687286-18688748
XLOC_006940,CR43985,TSS10681,3L:18716906-18717412
XLOC_006941,CG6885;MED11,TSS10682;TSS10683,3L:18737587-18741467
XLOC_006942,Aut1,TSS10684,3L:18741786-18814082
XLOC_006943,HipHop,TSS10685,3L:18814270-18815453
XLOC_006944,Cat,TSS10686,3L:18815703-18821288
XLOC_006945,CR32027,TSS10687,3L:18821731-18839367
XLOC_006946,mir-315,TSS10688,3L:18854070-18854154
XLOC_006947,CG6865,TSS10689;TSS10690,3L:18856746-18858614
XLOC_006948,CG14074,TSS10691,3L:18859324-18860531
XLOC_006949,CG6852;blos3;dysb,TSS10692;TSS10693;TSS10694;TSS10695,3L:18860852-18865677
XLOC_006950,Ugt,TSS10696,3L:18865846-18871345
XLOC_006951,CG11637,TSS10697,3L:18885482-18891393
XLOC_006952,RpL26,TSS10698;TSS10699,3L:18891974-18894654
XLOC_006953,CG6843,TSS10700,3L:18894693-18896052
XLOC_006954,CG6841,TSS10701,3L:18898471-18907250
XLOC_006955,CG6839,TSS10702,3L:18910680-18913419
XLOC_006956,CG43049,TSS10703,3L:18915518-18939138
XLOC_006957,CG6836,TSS10704,3L:18943728-18948506
XLOC_006958,CG14075,TSS10705,3L:18978060-18982915
XLOC_006959,CG6812,TSS10706,3L:19056264-19079746
XLOC_006960,MESR6,TSS10707,3L:19085769-19092164
XLOC_006961,CG14079,TSS10708,3L:19085769-19092164
XLOC_006962,CR43893,TSS10709,3L:19134071-19228473
XLOC_006963,CG33647,TSS10710,3L:19229459-19230157
XLOC_006964,rept,TSS10711;TSS10712,3L:19247219-19253815
XLOC_006965,Bet1,TSS10713,3L:19254493-19255355
XLOC_006966,CG42374;CG9666,TSS10714;TSS10715;TSS10716,3L:19255625-19262013
XLOC_006967,CG14085,TSS10717,3L:19262450-19267268
XLOC_006968,CG14086,TSS10718,3L:19269692-19273019
XLOC_006969,fal,TSS10719;TSS10720,3L:19274429-19330709
XLOC_006970,CG14087,TSS10721,3L:19333420-19406012
XLOC_006971,CR43966,TSS10722,3L:19333420-19406012
XLOC_006972,CG32212;CG32214;CG33255;CR42842,TSS10723;TSS10724;TSS10725;TSS10726;TSS10727;TSS10728,3L:19415695-19481552
XLOC_006973,CR42838,TSS10729,3L:19415695-19481552
XLOC_006974,Chd3,TSS10730,3L:19415695-19481552
XLOC_006975,CG32214,TSS10731,3L:19415695-19481552
XLOC_006976,CG12519,TSS10732,3L:19415695-19481552
XLOC_006977,CG32213,TSS10733,3L:19415695-19481552
XLOC_006978,Cpr76Bb,TSS10734,3L:19512748-19513519
XLOC_006979,Cpr76Bc,TSS10735;TSS10736,3L:19514044-19520372
XLOC_006980,Cpr76Bd,TSS10737,3L:19525842-19531389
XLOC_006981,CG43885,TSS10738,3L:19531524-19537272
XLOC_006982,Rcd7,TSS10739;TSS10740,3L:19537444-19578009
XLOC_006983,CG9300,TSS10741;TSS10742,3L:19537444-19578009
XLOC_006984,mir-9a,TSS10743;TSS10744,3L:19537444-19578009
XLOC_006985,CG9330,TSS10745,3L:19579352-19591963
XLOC_006986,Taf6,TSS10746;TSS10747,3L:19592049-19594485
XLOC_006987,CG9368,TSS10748,3L:19594732-19597220
XLOC_006988,CG9372,TSS10749,3L:19599307-19605299
XLOC_006989,CG9376,TSS10750,3L:19605554-19611621
XLOC_006990,asf1,TSS10751,3L:19611993-19613498
XLOC_006991,CG9392,TSS10752,3L:19613601-19617409
XLOC_006992,-,TSS10753,3L:19671596-19672429
XLOC_006993,Gbeta76C,TSS10754,3L:19680736-19683092
XLOC_006994,CG42529,TSS10755,3L:19712626-19800299
XLOC_006995,CG14101,TSS10756,3L:19712626-19800299
XLOC_006996,HLH106,TSS10757;TSS10758;TSS10759;TSS10760;TSS10761,3L:19712626-19800299
XLOC_006997,mir-33,TSS10762,3L:19712626-19800299
XLOC_006998,Ir76a,TSS10763;TSS10764,3L:19712626-19800299
XLOC_006999,CG15881,TSS10765;TSS10766,3L:19712626-19800299
XLOC_007000,Kap-alpha1,TSS10767,3L:19800331-19803498
XLOC_007001,Deaf1,TSS10768;TSS10769;TSS10770,3L:19811221-19829513
XLOC_007002,CG32221,TSS10771,3L:19811221-19829513
XLOC_007003,kto,TSS10772;TSS10773,3L:19829713-19838044
XLOC_007004,Papss,TSS10774;TSS10775;TSS10776,3L:19838392-19854025
XLOC_007005,CG8334,TSS10777;TSS10778,3L:19860580-19874940
XLOC_007006,CR43889,TSS10779,3L:19875146-19906815
XLOC_007007,CG7757,TSS10780,3L:19875146-19906815
XLOC_007008,Rpn1,TSS10781,3L:19908150-19911260
XLOC_007009,CG7770;Grasp65,TSS10782;TSS10783,3L:19916754-19926047
XLOC_007010,RhoGDI,TSS10784;TSS10785,3L:19916754-19926047
XLOC_007011,Ac76E,TSS10786,3L:19932358-19971066
XLOC_007012,CG17732,TSS10787,3L:19974784-19977291
XLOC_007013,schuy,TSS10788,3L:19979192-19982047
XLOC_007014,CG7646;Nca,TSS10789;TSS10790,3L:19984977-19990784
XLOC_007015,CG7668;Tom20,TSS10791;TSS10792;TSS10793,3L:19990813-19997934
XLOC_007016,kug,TSS10794;TSS10795,3L:19999547-20022155
XLOC_007017,CG14185,TSS10796,3L:20099193-20100657
XLOC_007018,gig,TSS10797,3L:20122280-20134072
XLOC_007019,CG6981,TSS10798,3L:20142713-20191417
XLOC_007020,CG42833,TSS10799,3L:20193192-20194738
XLOC_007021,CG6996,TSS10800,3L:20200633-20202700
XLOC_007022,CG17145,TSS10801,3L:20214913-20216297
XLOC_007023,CG17147,TSS10802,3L:20217031-20218424
XLOC_007024,Su(var)3-3,TSS10803;TSS10804,3L:20219318-20223422
XLOC_007025,CG13813,TSS10805,3L:20224768-20238424
XLOC_007026,CG6951;Clc,TSS10806;TSS10807;TSS10808;TSS10809;TSS10810,3L:20224768-20238424
XLOC_007027,CG13814,TSS10811,3L:20241181-20252358
XLOC_007028,rdgC,TSS10812;TSS10813;TSS10814,3L:20252966-20258654
XLOC_007029,CG32228,TSS10815,3L:20258697-20261661
XLOC_007030,CG6597;CR43872,TSS10816;TSS10817;TSS10818;TSS10819,3L:20261958-20302621
XLOC_007031,polo,TSS10820;TSS10821,3L:20302753-20306566
XLOC_007032,Snap,TSS10822,3L:20306731-20313047
XLOC_007033,Spn77Ba,TSS10823,3L:20306731-20313047
XLOC_007034,Spn77Bb,TSS10824,3L:20314051-20315458
XLOC_007035,Spn77Bc,TSS10825,3L:20315476-20354685
XLOC_007036,CG5618;CG5665;eRF1;kin17,TSS10826;TSS10827;TSS10828;TSS10829;TSS10830;TSS10831;TSS10832,3L:20315476-20354685
XLOC_007037,in,TSS10833,3L:20360297-20363359
XLOC_007038,CG13247,TSS10834,3L:20363412-20369060
XLOC_007039,RhoBTB,TSS10835;TSS10836,3L:20369258-20377209
XLOC_007040,fbl,TSS10837;TSS10838;TSS10839;TSS10840;TSS10841;TSS10842,3L:20377528-20386653
XLOC_007041,CG13248,TSS10843;TSS10844;TSS10845,3L:20395792-20403666
XLOC_007042,zye,TSS10846,3L:20406703-20417409
XLOC_007043,Psn,TSS10847;TSS10848;TSS10849,3L:20419298-20432972
XLOC_007044,CG5872,TSS10850;TSS10851,3L:20419298-20432972
XLOC_007045,CR43943,TSS10852,3L:20433053-20433663
XLOC_007046,CG5910,TSS10853;TSS10854,3L:20435518-20445964
XLOC_007047,Uhg8;snoRNA:Me18S-U1356a;snoRNA:Me18S-U1356b,TSS10855;TSS10856;TSS10857;TSS10858,3L:20446051-20459141
XLOC_007048,snoRNA:Or-CD11,TSS10859,3L:20446051-20459141
XLOC_007049,snoRNA:Me18S-U1356c,TSS10860,3L:20446051-20459141
XLOC_007050,mag,TSS10861,3L:20446051-20459141
XLOC_007051,CG5955,TSS10862,3L:20460043-20507235
XLOC_007052,CG5969;isoQC,TSS10863;TSS10864;TSS10865;TSS10866,3L:20460043-20507235
XLOC_007053,CG32425;CG6020,TSS10867;TSS10868;TSS10869;TSS10870;TSS10871,3L:20460043-20507235
XLOC_007054,CG18281,TSS10872,3L:20460043-20507235
XLOC_007055,CG17637,TSS10873,3L:20460043-20507235
XLOC_007056,CG5078,TSS10874,3L:20460043-20507235
XLOC_007057,CG5104,TSS10875,3L:20507697-20515535
XLOC_007058,CG4858,TSS10876,3L:20519675-20534006
XLOC_007059,CG13250,TSS10877;TSS10878,3L:20519675-20534006
XLOC_007060,CG13251,TSS10879,3L:20630298-20634010
XLOC_007061,CG34260,TSS10880,3L:20705937-20712300
XLOC_007062,CG13252,TSS10881,3L:20723690-20737608
XLOC_007063,CG43251,TSS10882,3L:20751982-20752292
XLOC_007064,CG4186,TSS10883,3L:20761288-20771364
XLOC_007065,Pitslre,TSS10884;TSS10885,3L:20761288-20771364
XLOC_007066,Pex14,TSS10886,3L:20771898-20781399
XLOC_007067,CG4365,TSS10887,3L:20791744-20793181
XLOC_007068,Spc105R,TSS10888,3L:20793509-20799953
XLOC_007069,CG3680,TSS10889,3L:20802768-20806432
XLOC_007070,Pka-R1,TSS10890;TSS10891;TSS10892;TSS10893;TSS10894;TSS10895,3L:20809217-20829148
XLOC_007071,CG3288,TSS10896,3L:20829281-20830135
XLOC_007072,CG13255,TSS10897,3L:20830587-20831939
XLOC_007073,CG11456,TSS10898;TSS10899,3L:20834793-20878288
XLOC_007074,CG43931,TSS10900,3L:20890656-20891601
XLOC_007075,CG11458,TSS10901,3L:20898894-20899431
XLOC_007076,CR43929,TSS10902,3L:20900908-20917086
XLOC_007077,CG10589,TSS10903,3L:20918983-20948849
XLOC_007078,-,TSS10904;TSS10905;TSS10906,3L:20918983-20948849
XLOC_007079,CG10588,TSS10907,3L:20950033-20953270
XLOC_007080,CR33283,TSS10908,3L:20963911-20981125
XLOC_007081,-,TSS10909;TSS10910;TSS10911,3L:20963911-20981125
XLOC_007082,CG12984,TSS10912;TSS10913;TSS10914;TSS10915,3L:20983036-21020535
XLOC_007083,CG10585,TSS10916;TSS10917,3L:21020696-21024460
XLOC_007084,Sin,TSS10918,3L:21024924-21027303
XLOC_007085,siz,TSS10919;TSS10920;TSS10921;TSS10922,3L:21027634-21129453
XLOC_007086,CG43072,TSS10923,3L:21027634-21129453
XLOC_007087,CG43938,TSS10924,3L:21027634-21129453
XLOC_007088,CG33284,TSS10925,3L:21027634-21129453
XLOC_007089,CG10566,TSS10926;TSS10927;TSS10928;TSS10929,3L:21027634-21129453
XLOC_007090,asparagine-synthetase;chb,TSS10930;TSS10931;TSS10932;TSS10933;TSS10934,3L:21165874-21186228
XLOC_007091,CG34261,TSS10935,3L:21187465-21201196
XLOC_007092,CG10512,TSS10936;TSS10937;TSS10938;TSS10939;TSS10940,3L:21187465-21201196
XLOC_007093,CG10508,TSS10941;TSS10942;TSS10943,3L:21201247-21209939
XLOC_007094,Ilk,TSS10944,3L:21209983-21212348
XLOC_007095,CG43219,TSS10945,3L:21213499-21216218
XLOC_007096,Eip78C,TSS10946;TSS10947;TSS10948;TSS10949,3L:21219708-21259609
XLOC_007097,CG43218,TSS10950,3L:21219708-21259609
XLOC_007098,pzg,TSS10951;TSS10952,3L:21275089-21283410
XLOC_007099,Cpr78Cb,TSS10953;TSS10954,3L:21287591-21289798
XLOC_007100,CG43702,TSS10955,3L:21291774-21292163
XLOC_007101,Cpr78Cc,TSS10956,3L:21293679-21294271
XLOC_007102,CG7632,TSS10957,3L:21297796-21311120
XLOC_007103,Rab26,TSS10958;TSS10959;TSS10960,3L:21311873-21327290
XLOC_007104,CG7338,TSS10961,3L:21328314-21336827
XLOC_007105,CG32436,TSS10962,3L:21337132-21348149
XLOC_007106,CG32437,TSS10963,3L:21350782-21352967
XLOC_007107,CG32440,TSS10964,3L:21353278-21354329
XLOC_007108,rgn,TSS10965,3L:21375600-21434627
XLOC_007109,Aef1;CG33288,TSS10966;TSS10967;TSS10968;TSS10969,3L:21375600-21434627
XLOC_007110,Syx7,TSS10970,3L:21438891-21441250
XLOC_007111,CG7519,TSS10971,3L:21486182-21487007
XLOC_007112,CG43933,TSS10972,3L:21487118-21508987
XLOC_007113,Est-Q,TSS10973,3L:21487118-21508987
XLOC_007114,M6,TSS10974;TSS10975,3L:21487118-21508987
XLOC_007115,Cdk12,TSS10976;TSS10977,3L:21509405-21515786
XLOC_007116,CG7611,TSS10978,3L:21516258-21526832
XLOC_007117,CR43877,TSS10979,3L:21516258-21526832
XLOC_007118,CG33289,TSS10980,3L:21527759-21529961
XLOC_007119,Pros54,TSS10981,3L:21530099-21531682
XLOC_007120,VhaM9.7-b,TSS10982;TSS10983,3L:21531958-21534969
XLOC_007121,CG33290,TSS10984,3L:21535458-21536112
XLOC_007122,CG7634,TSS10985,3L:21558525-21560885
XLOC_007123,Smc5,TSS10986,3L:21562275-21566623
XLOC_007124,mir-193,TSS10987,3L:21567113-21567221
XLOC_007125,CG32441,TSS10988;TSS10989,3L:21567230-21568974
XLOC_007126,AP-2,TSS10990;TSS10991;TSS10992;TSS10993,3L:21579927-21610656
XLOC_007127,CR43940,TSS10994,3L:21579927-21610656
XLOC_007128,CG11307,TSS10995,3L:21610722-21612973
XLOC_007129,CG11306,TSS10996;TSS10997,3L:21618994-21627563
XLOC_007130,ORMDL,TSS10998,3L:21628404-21629351
XLOC_007131,CG32444,TSS10999,3L:21630046-21632160
XLOC_007132,CG32445,TSS11000,3L:21632458-21633810
XLOC_007133,Atox1,TSS11001,3L:21634094-21635699
XLOC_007134,CG43980,TSS11002;TSS11003;TSS11004;TSS11005,3L:21637366-21659406
XLOC_007135,CR43977,TSS11006,3L:21660523-21661157
XLOC_007136,CG11249,TSS11007;TSS11008,3L:21664957-21672855
XLOC_007137,CR43979,TSS11009,3L:21664957-21672855
XLOC_007138,CG11248,TSS11010,3L:21673149-21679798
XLOC_007139,CR43978,TSS11011,3L:21673149-21679798
XLOC_007140,Rpb8,TSS11012,3L:21722031-21723554
XLOC_007141,CG14573,TSS11013,3L:21727198-21727888
XLOC_007142,CR43888,TSS11014,3L:21728965-21729301
XLOC_007143,CG14572,TSS11015,3L:21734633-21735541
XLOC_007144,CG14564,TSS11016,3L:21738458-21771105
XLOC_007145,CG42689,TSS11017,3L:21738458-21771105
XLOC_007146,CG7370,TSS11018,3L:21738458-21771105
XLOC_007147,CG42552,TSS11019,3L:21738458-21771105
XLOC_007148,eg,TSS11020;TSS11021;TSS11022;TSS11023,3L:21801802-21811124
XLOC_007149,CG7407;CycH,TSS11024;TSS11025,3L:21815006-21817674
XLOC_007150,CG7414,TSS11026;TSS11027,3L:21817839-21821580
XLOC_007151,Nopp140,TSS11028;TSS11029,3L:21822353-21834456
XLOC_007152,mub,TSS11030;TSS11031;TSS11032,3L:21837887-21925802
XLOC_007153,CG7442,TSS11033;TSS11034,3L:21927803-21934912
XLOC_007154,CG14562;CG7448,TSS11035;TSS11036;TSS11037,3L:21935302-21944650
XLOC_007155,CG7458,TSS11038,3L:21948209-21951141
XLOC_007156,CR34262,TSS11039,3L:21952610-21953348
XLOC_007157,CS-2,TSS11040,3L:21955500-21963064
XLOC_007158,CG7470,TSS11041,3L:21965101-21977706
XLOC_007159,Act79B,TSS11042,3L:21978309-21980290
XLOC_007160,Oct-TyrR,TSS11043,3L:22028102-22058379
XLOC_007161,CG14561,TSS11044,3L:22059006-22060316
XLOC_007162,CR43995;RpLP0,TSS11045;TSS11046;TSS11047,3L:22065373-22070749
XLOC_007163,Sfp79B,TSS11048,3L:22073421-22073654
XLOC_007164,msopa,TSS11049,3L:22075819-22076467
XLOC_007165,olf413,TSS11050,3L:22129167-22240847
XLOC_007166,Ddx1,TSS11051,3L:22256468-22266846
XLOC_007167,Csp,TSS11052;TSS11053;TSS11054;TSS11055,3L:22256468-22266846
XLOC_007168,srpk79D,TSS11056;TSS11057,3L:22267108-22281295
XLOC_007169,Aats-ile,TSS11058,3L:22281764-22400997
XLOC_007170,CG32450,TSS11059,3L:22281764-22400997
XLOC_007171,CG11449,TSS11060,3L:22447472-22449089
XLOC_007172,CG11437;CG11438,TSS11061;TSS11062;TSS11063,3L:22458906-22462953
XLOC_007173,CG11426,TSS11064,3L:22463655-22467393
XLOC_007174,CG11425,TSS11065,3L:22467894-22468892
XLOC_007175,CG43312,TSS11066,3L:22494699-22495604
XLOC_007176,CG11404,TSS11067,3L:22541536-22542442
XLOC_007177,Trxr-2,TSS11068,3L:22543325-22545119
XLOC_007178,CG6914,TSS11069,3L:22575503-22631016
XLOC_007179,CG33766,TSS11070,3L:22638726-22639336
XLOC_007180,CG33767,TSS11071,3L:22639406-22640059
XLOC_007181,CG33768,TSS11072,3L:22640286-22640848
XLOC_007182,CG33769,TSS11073,3L:22641026-22641619
XLOC_007183,CG33770,TSS11074,3L:22641771-22642387
XLOC_007184,CG33771,TSS11075,3L:22642495-22643088
XLOC_007185,CG14457,TSS11076,3L:22663055-22673134
XLOC_007186,CG14456,TSS11077;TSS11078,3L:22680321-22681388
XLOC_007187,CG14453,TSS11079,3L:22687182-22687748
XLOC_007188,CG14452,TSS11080,3L:22689052-22689535
XLOC_007189,CG32453,TSS11081,3L:22690329-22690773
XLOC_007190,CG11370,TSS11082,3L:22705254-22706760
XLOC_007191,CG32452;mael,TSS11083;TSS11084;TSS11085;TSS11086,3L:22707140-22720889
XLOC_007192,CG11367,TSS11087;TSS11088,3L:22720968-22734559
XLOC_007193,CG32454,TSS11089,3L:22720968-22734559
XLOC_007194,CG7369,TSS11090;TSS11091,3L:22734741-22741804
XLOC_007195,SPoCk,TSS11092;TSS11093;TSS11094;TSS11095,3L:22742502-22781433
XLOC_007196,CG14448,TSS11096,3L:22781538-22828398
XLOC_007197,CG11226,TSS11097,3L:22830167-22831270
XLOC_007198,tRNA:CR32456,TSS11098,3L:22836363-22836446
XLOC_007199,CR43426,TSS11099;TSS11100;TSS11101,3L:22843210-22849159
XLOC_007200,CG13239,TSS11102,3L:22853886-22854590
XLOC_007201,CG33169;CG33170,TSS11103;TSS11104;TSS11105;TSS11106;TSS11107;TSS11108,3L:22856414-22886921
XLOC_007202,CG11109,TSS11109,3L:22856414-22886921
XLOC_007203,Ssl1;slif,TSS11110;TSS11111;TSS11112;TSS11113;TSS11114,3L:22856414-22886921
XLOC_007204,CG11131,TSS11115;TSS11116,3L:22891843-22893362
XLOC_007205,BoYb,TSS11117,3L:22895033-22898570
XLOC_007206,CG12768,TSS11118;TSS11119;TSS11120,3L:22903539-22916632
XLOC_007207,Mes2,TSS11121;TSS11122;TSS11123,3L:22938382-22945365
XLOC_007208,CG32457,TSS11124,3L:22980741-22981362
XLOC_007209,nrm,TSS11125;TSS11126;TSS11127;TSS11128;TSS11129,3L:22991363-23033400
XLOC_007210,-,TSS11130,3L:23076770-23082865
XLOC_007211,CkIIalpha,TSS11131;TSS11132,3L:23090438-23096560
XLOC_007212,CG33217;CG41454,TSS11133;TSS11134;TSS11135,3L:23119130-23143983
XLOC_007213,CG34031,TSS11136,3L:23167566-23178791
XLOC_007214,nAcRalpha-80B,TSS11137;TSS11138,3L:23199768-23280229
XLOC_007215,CG32230;mir-4942,TSS11139;TSS11140,3L:23332033-23339233
XLOC_007216,-,TSS11141,3L:23439176-23440008
XLOC_007217,AGO3,TSS11142;TSS11143;TSS11144;TSS11145;TSS11146,3L:23546827-23698377
XLOC_007218,CG17454,TSS11147;TSS11148;TSS11149,3L:23707715-23712708
XLOC_007219,CG40298,TSS11150,3L:23719928-23721089
XLOC_007220,CG17698,TSS11151,3L:23731010-23743275
XLOC_007221,CG43968,TSS11152,3L:23777330-23780505
XLOC_007222,CR43942,TSS11153,3L:23832959-23979510
XLOC_007223,CG40045,TSS11154;TSS11155,3L:24021322-24029846
XLOC_007224,Snap25,TSS11156;TSS11157;TSS11158;TSS11159,3L:24067328-24292305
XLOC_007225,nvd,TSS11160,3L:24317966-24394755
XLOC_007226,CR12460,TSS11161,3L:24527188-24528567
XLOC_007227,CR42722;CR42723;mRpS5,TSS11162;TSS11163;TSS11164;TSS11165,3L:24530244-24543545
XLOC_007228,CG43149,TSS11166,3L:53872-54751
XLOC_007229,CR43988,TSS11167,3L:72195-73101
XLOC_007230,CG13405,TSS11168,3L:73944-75332
XLOC_007231,CG12483,TSS11169,3L:97627-98375
XLOC_007232,Dic61B,TSS11170,3L:146299-174655
XLOC_007233,CG43151,TSS11171,3L:146299-174655
XLOC_007234,CG7049;Vdup1,TSS11172;TSS11173;TSS11174;TSS11175,3L:174798-179123
XLOC_007235,Mkp,TSS11176;TSS11177;TSS11178,3L:179922-186317
XLOC_007236,rno,TSS11179,3L:186321-211495
XLOC_007237,Gyk,TSS11180;TSS11181,3L:186321-211495
XLOC_007238,CG7028,TSS11182,3L:186321-211495
XLOC_007239,thoc7,TSS11183;TSS11184,3L:211635-216481
XLOC_007240,pyx,TSS11185;TSS11186,3L:216619-223069
XLOC_007241,CG34453;CG34454;CG42846;E(bx),TSS11187;TSS11188;TSS11189;TSS11190;TSS11191,3L:223775-246968
XLOC_007242,DIP2,TSS11192;TSS11193,3L:247490-257954
XLOC_007243,Tudor-SN,TSS11194,3L:258175-264380
XLOC_007244,snoRNA:Tudor-SN-a,TSS11195,3L:258175-264380
XLOC_007245,snoRNA:Psi18S-996,TSS11196,3L:258175-264380
XLOC_007246,CG34263,TSS11197,3L:264472-276667
XLOC_007247,CG32845,TSS11198,3L:264472-276667
XLOC_007248,fwd,TSS11199;TSS11200,3L:277436-319904
